1628812800000,1.32168000,1.32278000,1.31928000,1.32110000,111767.40000000,1628812859999,147665.46297100,293,71888.80000000,94999.28309200,0
1628812860000,1.32104000,1.32330000,1.31769000,1.32165000,262843.40000000,1628812919999,347103.41162800,390,75296.00000000,99483.64030800,0
1628812920000,1.32169000,1.32852000,1.31961000,1.32805000,170492.70000000,1628812979999,225939.96010400,410,88914.80000000,117806.63016800,0
1628812980000,1.32835000,1.33445000,1.32774000,1.33424000,278060.10000000,1628813039999,369925.70645300,810,124934.50000000,166213.85759500,0
1628813040000,1.33405000,1.33666000,1.33163000,1.33427000,285301.10000000,1628813099999,380514.70298200,1074,173517.20000000,231455.23245800,0
1628813100000,1.33425000,1.33729000,1.33300000,1.33628000,173373.80000000,1628813159999,231435.32839600,475,73834.70000000,98599.07426900,0
1628813160000,1.33634000,1.34185000,1.33507000,1.34136000,311971.10000000,1628813219999,417426.93870800,893,169299.70000000,226625.93857300,0
1628813220000,1.34136000,1.34992000,1.33880000,1.34631000,621264.20000000,1628813279999,835060.11134800,3546,388113.70000000,522053.57358300,0
1628813280000,1.34669000,1.34743000,1.33598000,1.34074000,518332.20000000,1628813339999,695449.11327300,1255,126195.20000000,169507.42544500,0
1628813340000,1.34102000,1.34450000,1.33901000,1.34428000,213031.10000000,1628813399999,285878.51929900,541,144927.80000000,194494.50469800,0
1628813400000,1.34394000,1.34414000,1.33543000,1.34129000,382725.30000000,1628813459999,512612.79044500,712,182402.40000000,244287.33354700,0
1628813460000,1.34130000,1.34225000,1.33863000,1.34111000,219327.50000000,1628813519999,293932.01333900,397,126725.40000000,169854.00703100,0
1628813520000,1.34081000,1.34182000,1.33960000,1.33960000,139171.40000000,1628813579999,186595.52128600,291,57715.70000000,77400.23597600,0
1628813580000,1.33987000,1.34071000,1.33757000,1.33994000,230074.40000000,1628813639999,308091.51296400,465,74850.60000000,100187.64327500,0
1628813640000,1.33977000,1.33999000,1.33689000,1.33994000,108354.20000000,1628813699999,145017.41746900,483,51182.50000000,68495.34140200,0
1628813700000,1.33985000,1.33993000,1.33144000,1.33175000,216663.60000000,1628813759999,289471.71782000,761,98723.30000000,131916.24080300,0
1628813760000,1.33235000,1.33235000,1.31798000,1.32032000,582368.70000000,1628813819999,770936.33413200,1485,203549.00000000,269228.80904300,0
1628813820000,1.31985000,1.32508000,1.31613000,1.31896000,430245.40000000,1628813879999,568299.25444000,1011,218944.60000000,289310.46859200,0
